State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,Strata_Determining_Factors,Number_Counties,Population_Size,Population_Density,ALE,All_Death,Health_Status,Unhealthy_Days,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic
19,65,Fayette,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,21298,29,78.7,787.8,11.4,5.1,10.8,22.6,58.4,15.4,3.5,98.2,0.8,0.1,0.6,1.5
19,67,Floyd,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,16443,33,79.2,781.1,19.9,6.3,9.5,22.9,57.7,15.4,4,98.1,0.6,0.1,0.7,1.6
19,69,Franklin,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,10732,18,78.4,802.2,8.5,2.9,8.1,22.9,58,15.7,3.4,98.9,0.1,0.2,0.6,10.4
19,71,Fremont,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,7759,15,76.4,917.5,17.2,5.1,9.3,23.1,57.4,16.3,3.2,98.9,0.1,0.2,0.4,2.3
19,73,Greene,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,9963,18,79.1,763.2,11.4,3.7,9.2,22.7,56.4,16.5,4.5,98.7,0.2,0.3,0.4,2
19,77,Guthrie,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,11547,20,79.1,781.8,15,5,8.3,21.9,59.5,15.6,3,99.5,0.1,0,0.1,1.9
19,79,Hamilton,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,16209,28,78.6,750.9,7.2,4.5,7.2,23.4,59.1,14.3,3.3,97,0.4,0.3,1.8,2.1
19,81,Hancock,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,11786,21,78.9,727.7,14.5,4.8,6.8,22.8,58.8,14.6,3.8,98.9,0.1,0.1,0.6,3.5
19,83,Hardin,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,18003,32,78.4,787.7,13.7,5.7,8.7,23.4,56.2,16.2,4.3,98.5,0.8,0.2,0.4,2.9
19,85,Harrison,Iowa,IA,40,"frontier status, population size, poverty, age",62,15884,23,77.5,893.2,18,6.1,8.6,23.6,59.4,14.1,2.9,99,0.1,0.1,0.4,1.2
19,87,Henry,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,20246,47,78.9,789.3,10.9,4.2,9.1,22.6,62.6,12,2.7,95.1,1.8,0.3,2.2,1.9
19,89,Howard,Iowa,IA,40,"frontier status, population size, poverty, age",62,9700,20,78.7,794.1,19.6,3.9,9.3,23.6,57,15.2,4.2,99.2,0.2,0.2,0.2,0.7
19,91,Humboldt,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,9973,23,79.2,727.4,10.6,3.8,8.3,22.1,57.5,16.5,3.9,98.7,0.4,0.1,0.5,2.2
19,93,Ida,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,7379,17,78.2,830.4,10.9,6.2,8.7,22.1,56.3,17.3,4.3,99.2,0.3,0.1,0.2,0.7
19,95,Iowa,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,16055,27,79.4,759.1,14.7,5.6,6.1,24.1,59,13.7,3.1,99.2,0.2,0.1,0.3,1.1
19,97,Jackson,Iowa,IA,40,"frontier status, population size, poverty, age",62,20335,32,79,815.7,15.8,5.3,9.9,23,59.2,14.5,3.2,99,0.2,0.1,0.3,0.6
19,99,Jasper,Iowa,IA,26,"frontier status, population size, poverty, age",40,37674,52,78.9,747.7,11.5,5,7.4,22.9,61.2,13.2,2.7,97.3,1.2,0.3,0.7,1.2
19,103,Johnson,Iowa,IA,11,"frontier status, population size, poverty, age",44,117067,191,80.5,671.4,8.3,4.4,10.7,22.2,69.8,6.8,1.3,90.5,3.3,0.3,4.4,2.9
19,105,Jones,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,20509,36,79,727.1,15.4,5.8,8.8,21.5,62.8,13.1,2.6,97.1,2,0.3,0.2,1.4
19,107,Keokuk,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,11157,19,79.6,750.3,13.3,5.3,10,23.5,57.5,14.9,4.1,99.3,0.1,0.1,0.3,0.6
19,109,Kossuth,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,16142,17,78.4,747.6,13.6,4.7,9.1,22.6,56.8,16.9,3.7,99.1,0.2,0.2,0.4,1
19,111,Lee,Iowa,IA,30,"frontier status, population size, poverty, age",57,36705,71,76.7,871.2,17.1,6.8,11.2,22.8,60.7,13.8,2.7,95.1,3.1,0.2,0.6,2.5
19,113,Linn,Iowa,IA,11,"frontier status, population size, poverty, age",44,198903,277,79.3,728.6,9.9,4.9,7.8,25.2,62.3,10.6,2,93.7,3,0.2,1.6,1.5
19,115,Louisa,Iowa,IA,57,"frontier status, population size, poverty, age, population density",42,11842,29,79.6,793.2,16,7.2,8.9,25.8,59.2,12.7,2.3,99,0.3,0.1,0.4,14.1
19,117,Lucas,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,9672,22,76.9,786.3,21,6.1,11.6,23.3,58.5,14.4,3.8,99,0.2,0.1,0.5,0.9
19,119,Lyon,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,11750,20,81.3,708,6.9,3.6,7.3,26.1,56.5,14,3.5,99.1,0.3,0.1,0.2,0.5
19,121,Madison,Iowa,IA,57,"frontier status, population size, poverty, age, population density",42,15158,27,78,846.2,10.3,6.1,6.8,24.8,61.4,11.2,2.5,98.9,0.2,0.3,0.2,0.8
19,123,Mahaska,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,22364,39,79,755.8,10.5,5.4,10.5,24.3,60.2,12.5,2.9,96.9,0.9,0.2,1.2,1.3
19,125,Marion,Iowa,IA,26,"frontier status, population size, poverty, age",40,32984,60,78.5,773.3,13.9,4.4,7.8,24.2,60.1,12.9,2.9,97.9,0.5,0.2,1,1.1
19,127,Marshall,Iowa,IA,26,"frontier status, population size, poverty, age",40,39418,69,76.1,976.6,11.1,4.8,10.6,24.6,59.3,13.6,2.5,96.4,1.2,0.5,1,12.6
19,129,Mills,Iowa,IA,38,"frontier status, population size, poverty, age",35,15284,35,76.4,881.4,16.4,5.3,8.3,24.6,63.5,10,1.9,98.7,0.4,0.2,0.3,2.2
19,131,Mitchell,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,10919,23,79.2,727.2,19.1,4,8.7,24.5,54.6,16.5,4.5,99.5,0.2,0.1,0.2,0.6
19,133,Monona,Iowa,IA,58,"frontier status, population size, poverty, age, population density",48,9520,14,77.5,861.4,16,4,10.4,21.1,55.9,18,4.9,98.6,0.1,0.9,0.1,0.8
19,137,Montgomery,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,11313,27,77,871.4,17.9,7,10.1,23.6,57.4,15.1,4,98.9,0.2,0.4,0.3,2.4
19,139,Muscatine,Iowa,IA,48,"frontier status, population size, poverty, age, population density",31,42756,97,78.4,862.1,12.3,5,9.5,25.5,61.9,10.8,1.8,96.9,1.2,0.3,1,13.1
19,141,O'Brien,Iowa,IA,57,"frontier status, population size, poverty, age, population density",42,14414,25,79.3,738,6.1,2.7,7.8,22,55.9,18,4.2,98.8,0.3,0.2,0.6,1.8
19,143,Osceola,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,6694,17,79.3,790.6,9.9,4.4,6.8,23.7,57.5,15.6,3.2,98.9,0.3,0.4,0.2,3.2
19,145,Page,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,16253,30,77,865.8,11.9,4.7,11.4,21.5,59.4,15.8,3.3,96.1,2,0.5,0.8,1.8
19,147,Palo Alto,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,9697,17,78.4,826.2,13,3.8,9,23.1,55.7,16.9,4.4,99.2,0.1,0.1,0.3,0.8
19,149,Plymouth,Iowa,IA,57,"frontier status, population size, poverty, age, population density",42,24958,29,78.5,766,9.4,4.5,6.4,25.1,59.3,12.8,2.8,98.5,0.3,0.2,0.4,1.9
19,151,Pocahontas,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,7930,14,79.2,773.3,6.5,2.8,9.6,21.9,55.5,17.8,4.8,99,0.3,0.2,0.4,1.2
19,153,Polk,Iowa,IA,9,"frontier status, population size, poverty, age",24,401006,704,77.9,782.5,10.5,5.1,8.6,25.8,63.3,9.2,1.7,90.3,4.9,0.3,3.1,5.6
19,155,Pottawattamie,Iowa,IA,20,"frontier status, population size, poverty, age",32,89738,94,76.1,920.1,14.9,6,10.2,24.9,61.5,11.7,1.9,96.9,1,0.4,0.7,4.1
19,157,Poweshiek,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,18925,32,78.5,799.3,13.1,5.3,9,22.5,60,14.2,3.4,97.5,0.6,0.3,1.1,1.4
19,159,Ringgold,Iowa,IA,61,"frontier status, population size, poverty, age, population density",32,5273,10,77.8,820.1,11.8,3.6,12.4,22.1,54.5,19.4,3.9,99.3,0.1,0.2,0.3,0.6
19,161,Sac,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,10621,18,78.5,803.8,9.7,4.5,9,22,55.1,18,4.8,98.8,0.4,0.1,0.3,1.2
19,163,Scott,Iowa,IA,15,"frontier status, population size, poverty, age",23,160998,352,77.3,846.5,10.2,5,10.3,25.5,62.4,10.4,1.8,89.9,6.2,0.3,1.9,4.4
19,165,Shelby,Iowa,IA,56,"frontier status, population size, poverty, age, population density",39,12634,21,78.9,755.2,12.4,4.7,7.8,23.1,56.2,16.9,3.8,98.9,0.2,0.3,0.4,0.9
19,167,Sioux,Iowa,IA,47,"frontier status, population size, poverty, age, population density",34,32277,42,81.3,642.5,9.5,3.3,6.5,27.4,57.9,12.1,2.6,98.4,0.4,0.1,0.8,4.9
19,169,Story,Iowa,IA,17,"frontier status, population size, poverty, age",32,79952,140,81,663.8,6.9,3.9,9.8,21,68.5,8.6,1.9,91.2,1.9,0.2,5.6,1.8
19,171,Tama,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,17919,25,78.5,794.2,12.4,4.2,8.9,25,56.7,14.7,3.6,92,0.5,6.4,0.2,4.3
19,173,Taylor,Iowa,IA,61,"frontier status, population size, poverty, age, population density",32,6614,12,77.8,766.1,13.5,5.4,10.7,22.3,55.6,17.2,4.9,99.3,0,0.1,0.4,3.9
19,175,Union,Iowa,IA,60,"frontier status, population size, poverty, age, population density",48,11972,28,77.7,857.6,15.6,5.1,11.1,22.7,58.3,15.5,3.5,98.8,0.3,0.1,0.4,1.1
19,177,Van Buren,Iowa,IA,59,"frontier status, population size, poverty, age, population density",32,7786,16,78,865,20.1,7.8,11.2,22.4,58.3,15.4,3.9,99.1,0,0.1,0.4,0.8
19,179,Wapello,Iowa,IA,30,"frontier status, population size, poverty, age",57,35965,83,77.1,840.2,21.1,6.5,12.2,23.5,59.8,13.8,3,96.9,1.4,0.4,0.7,7.1
19,181,Warren,Iowa,IA,47,"frontier status, population size, poverty, age, population density",34,42981,75,78.8,813.9,11.1,5.2,6,24.5,63.2,10.7,1.6,98.1,0.4,0.2,0.6,1.3
19,183,Washington,Iowa,IA,57,"frontier status, population size, poverty, age, population density",42,21457,38,79.6,742.2,8.4,5.4,7.7,24.7,58.3,13.8,3.2,98.6,0.5,0.2,0.3,3.8
19,185,Wayne,Iowa,IA,61,"frontier status, population size, poverty, age, population density",32,6601,13,76.9,872.2,18.7,5.9,12.5,22.1,55.2,17.9,4.7,98.9,0,0.1,0.5,0.8
19,187,Webster,Iowa,IA,30,"frontier status, population size, poverty, age",57,39003,55,77.5,848.5,16.3,4.5,10.8,24.6,58.8,13.8,2.8,93.8,3.8,0.4,1,2.8
19,189,Winnebago,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,11351,28,78.9,764.6,9.4,3.9,8.3,23,58.4,14.6,4,98.3,0.2,0.3,0.8,2.3
19,191,Winneshiek,Iowa,IA,55,"frontier status, population size, poverty, age, population density",47,21234,31,80.8,677,9.2,2.7,7.8,22.4,61.7,12.9,3.1,98.1,0.7,0.1,0.9,1
19,193,Woodbury,Iowa,IA,15,"frontier status, population size, poverty, age",23,102605,118,77.3,837.5,10.9,5,11.2,27.7,59.5,10.6,2.2,91.6,2.3,1.9,2.5,10.9
19,195,Worth,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,7768,19,77.8,811.3,14.4,3.1,7.2,22.1,59.5,14.9,3.5,99.3,0.3,0,0.2,1.8
19,197,Wright,Iowa,IA,54,"frontier status, population size, poverty, age, population density",38,13647,24,78.6,775.7,10.9,5,8.3,23.1,56.5,16.2,4.2,98.9,0.2,0.3,0.3,7.1
20,1,Allen,Kansas,KS,43,"frontier status, population size, poverty, age",57,13787,27,76.4,908.4,14.8,5.9,13.9,24.7,57.8,14.4,3,95.4,2,1,0.3,2.2
20,3,Anderson,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,8182,14,76.7,846.4,23.9,6.4,12.2,25,55.8,15.5,3.7,98,0.3,0.8,0.3,1.1
20,5,Atchison,Kansas,KS,40,"frontier status, population size, poverty, age",62,16804,39,77,870.2,19.4,6.1,11.8,26.1,58,13.2,2.8,92.2,5.7,0.5,0.4,2
20,7,Barber,Kansas,KS,82,"frontier status, population size, poverty, age",37,4958,4,77.4,921.2,12.1,4.5,11.3,21.5,57.3,17.5,3.7,98.3,0.5,0.7,0.1,2.1
20,9,Barton,Kansas,KS,31,"frontier status, population size, poverty, age",22,28105,31,77.9,812.8,15.9,4.6,12.4,25.5,57,14.4,3.1,96.5,1.6,0.5,0.4,10.4
20,11,Bourbon,Kansas,KS,63,"frontier status, population size, poverty, age, population density",32,14997,24,76.4,928.6,24.1,7.2,14.3,25.4,57.6,13.7,3.3,94.4,3.4,0.7,0.4,1.4
20,13,Brown,Kansas,KS,43,"frontier status, population size, poverty, age",57,10239,18,77,849.3,15.1,5.8,12.8,24.9,56.3,14.6,4.3,88.3,2.1,7.3,0.5,2.4
20,15,Butler,Kansas,KS,45,"frontier status, population size, poverty, age, population density",38,62354,44,77.7,855.9,13.1,5.5,8.4,26.4,61.2,10.7,1.7,95.5,1.6,0.9,0.6,2.6
20,17,Chase,Kansas,KS,84,"frontier status, population size, poverty, age",52,3081,4,78.4,929.2,8,3.5,10.4,24.5,57.8,14.4,3.3,97.6,1.3,0.6,0.2,3
20,21,Cherokee,Kansas,KS,64,"frontier status, population size, poverty, age, population density",41,21555,37,75.3,986,18.2,5.7,14.5,25.5,59.1,13,2.4,92.7,0.8,3.4,0.4,1.3
20,23,Cheyenne,Kansas,KS,81,"frontier status, population size, poverty, age",58,2946,3,78.1,709.9,15.5,4.5,9.8,21.2,53.3,19.7,5.8,99.2,0.1,0,0.4,4.3
20,25,Clark,Kansas,KS,79,"frontier status, population size, poverty, age",33,2283,2,78.2,808.1,11.9,4.2,10.6,23.7,53.9,17.6,4.8,98,0.3,1.2,0.4,5.3
20,27,Clay,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,8629,13,77.3,775.5,12.1,5.5,10.4,22,57.8,15.7,4.5,97.9,0.8,0.5,0.2,1
20,29,Cloud,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,9759,14,78.7,812.4,13,4.4,11.4,22.7,55.4,17.3,4.6,98.4,0.4,0.2,0.5,0.9
20,31,Coffey,Kansas,KS,56,"frontier status, population size, poverty, age, population density",39,8683,14,76.7,833.4,11,4.2,9.1,24,60.7,12.4,2.9,97.9,0.3,0.4,0.6,1.8
20,35,Cowley,Kansas,KS,31,"frontier status, population size, poverty, age",22,35298,31,75.6,972.9,14.4,5.1,13.4,26.1,58.7,12.5,2.7,91.6,3.3,1.8,1.7,5.9
20,37,Crawford,Kansas,KS,50,"frontier status, population size, poverty, age, population density",27,38222,64,75.9,938.8,15.9,6.1,15.2,23.8,61.5,11.6,3.2,93.4,2.1,1,1.9,3.1
20,39,Decatur,Kansas,KS,81,"frontier status, population size, poverty, age",58,3191,4,78.3,832.1,8.1,4.9,10.9,20.9,52.8,21.3,5,98.8,0.7,0,0.3,1.7
20,41,Dickinson,Kansas,KS,59,"frontier status, population size, poverty, age, population density",32,19209,23,77.3,851.7,14.5,5.7,9.2,23.7,58,15.2,3,97.3,0.9,0.4,0.3,3.3
20,43,Doniphan,Kansas,KS,62,"frontier status, population size, poverty, age, population density",32,7816,20,77,832.2,16.8,5.2,11.5,26,58.4,13,2.6,94.8,2.6,1.4,0.4,2
20,45,Douglas,Kansas,KS,19,"frontier status, population size, poverty, age",37,102914,225,79.3,772.6,8.4,4.9,12.4,22.4,69.1,7.3,1.2,87.5,4.1,2.1,3.8,3.6
20,47,Edwards,Kansas,KS,81,"frontier status, population size, poverty, age",58,3292,5,78.2,942,17.4,3.9,11,24,56,16.1,3.9,98.4,0.4,0.6,0.5,14
20,51,Ellis,Kansas,KS,28,"frontier status, population size, poverty, age",39,26767,30,78.9,770.3,10.2,4.2,10.6,22.5,63.2,12.1,2.2,96.9,1,0.2,1.2,2.5
20,55,Finney,Kansas,KS,29,"frontier status, population size, poverty, age",37,38988,30,77.5,821.8,12.6,4,13.2,34.8,57.4,6.7,1,93.9,1.3,1.1,2.8,41.7
20,57,Ford,Kansas,KS,29,"frontier status, population size, poverty, age",37,33751,31,76.4,918.7,11.7,3.5,11.8,32.3,57.6,8.6,1.5,94.3,2.1,0.6,2.2,45.9
20,59,Franklin,Kansas,KS,40,"frontier status, population size, poverty, age",62,26247,46,76.1,869.6,17.2,5.3,9.9,25.9,60.5,11.3,2.2,95.7,1.4,0.9,0.6,2.9
20,61,Geary,Kansas,KS,33,"frontier status, population size, poverty, age",41,24585,64,74.3,950.9,11.4,5.5,12.9,31.8,57.4,9.3,1.5,72.5,17.5,0.9,4.3,7.2
20,63,Gove,Kansas,KS,79,"frontier status, population size, poverty, age",33,2763,3,77.9,713.9,4.7,3.5,10,23.9,51.9,19.9,4.3,99.2,0.1,0,0.1,1.3
20,67,Grant,Kansas,KS,39,"frontier status, population size, poverty, age",51,7530,13,76.6,922.5,15.7,4.2,10,31.4,58.4,9,1.1,97.9,0.4,1,0.5,37.7
20,69,Gray,Kansas,KS,78,"frontier status, population size, poverty, age",43,5861,7,77.8,803.8,10.8,3.5,8.9,30.1,57.8,10,2.2,98.7,0.3,0.6,0,12.7
20,73,Greenwood,Kansas,KS,61,"frontier status, population size, poverty, age, population density",32,7338,6,75.6,948.3,20,6.1,13,21.8,56.5,17.7,3.9,97.4,0.3,1,0.2,2.4
20,77,Harper,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,6081,8,77.4,879,23.1,5.4,12.1,22.6,54.9,18.2,4.3,97.6,0.4,0.9,0.5,1.5
20,79,Harvey,Kansas,KS,27,"frontier status, population size, poverty, age",25,33843,63,78.8,763.5,15.6,4.4,8.9,25.3,58,13.4,3.3,95.5,1.8,0.7,0.7,9.1
20,81,Haskell,Kansas,KS,38,"frontier status, population size, poverty, age",35,4232,7,76.6,801.7,13.1,5.1,10.6,31.3,57.7,9.5,1.5,97.8,0.2,0.7,0.7,27.1
20,85,Jackson,Kansas,KS,40,"frontier status, population size, poverty, age",62,13535,21,77.3,853.2,19.6,6.5,9.4,26,59.8,11.8,2.4,90.7,1,6.3,0.3,2.7
20,87,Jefferson,Kansas,KS,38,"frontier status, population size, poverty, age",35,19106,36,77,825.5,13.7,5.3,7.7,24.1,62.1,11.8,2,96.8,0.6,1.1,0.2,1.8
20,89,Jewell,Kansas,KS,81,"frontier status, population size, poverty, age",58,3352,4,78.4,753,12.4,3.3,11.6,19.1,54.9,21.6,4.4,99,0.1,0.4,0.1,0.7
20,91,Johnson,Kansas,KS,10,"frontier status, population size, poverty, age",36,506562,1062,80.3,703.8,7.8,4.2,4.8,26.2,63.6,8.7,1.4,90.7,3.7,0.4,3.8,5.1
20,93,Kearny,Kansas,KS,80,"frontier status, population size, poverty, age",41,4516,5,76.6,980.2,14.7,5.8,9.8,31.8,57,10.2,1,97.3,0.6,1.2,0.4,27.8
20,95,Kingman,Kansas,KS,40,"frontier status, population size, poverty, age",62,8165,9,77.4,814.3,14.1,3.8,10.2,24.5,55.6,16.2,3.7,97.8,0.3,0.6,0.6,1.7
20,97,Kiowa,Kansas,KS,81,"frontier status, population size, poverty, age",58,2984,4,78.2,741.2,5.3,2.6,11,23.3,54.9,17.8,4,98.4,0.3,0.9,0.4,3.1
20,99,Labette,Kansas,KS,64,"frontier status, population size, poverty, age, population density",41,22169,34,75.5,964.2,22.6,6.1,13.8,25,58.6,13.1,3.2,90.5,5,2,0.4,3.1
20,101,Lane,Kansas,KS,79,"frontier status, population size, poverty, age",33,1894,3,77.9,758.8,6.8,4.4,8.5,22.1,56.7,17,4.2,98.8,0,0.1,0.1,2
20,103,Leavenworth,Kansas,KS,45,"frontier status, population size, poverty, age, population density",38,73113,158,77,932,11.7,4.2,8.3,25.6,64.3,8.9,1.2,86.2,9.8,0.8,1.4,3.6
20,105,Lincoln,Kansas,KS,81,"frontier status, population size, poverty, age",58,3411,5,77.4,861.5,11.7,4.1,10.7,21.3,57.7,17.7,3.3,98.5,0.2,0.6,0.1,1.8
20,107,Linn,Kansas,KS,59,"frontier status, population size, poverty, age, population density",32,9914,17,76.7,941.6,14.2,4.6,12,23.1,59.7,14.7,2.6,98,0.7,0.4,0.2,1
20,111,Lyon,Kansas,KS,29,"frontier status, population size, poverty, age",37,35609,42,78,794.8,12,5.4,12.9,26.2,62.1,9.4,2.4,93.6,2.7,0.7,1.7,19.2
20,113,McPherson,Kansas,KS,27,"frontier status, population size, poverty, age",25,29523,33,79,784.4,11.6,4.8,8,24.2,58.9,13.9,3,97.4,1,0.3,0.4,2.3
20,115,Marion,Kansas,KS,54,"frontier status, population size, poverty, age, population density",38,12952,14,78.4,779.2,12,5,9.4,23.2,56,16.4,4.4,98.1,0.4,0.7,0.2,2
20,117,Marshall,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,10405,12,77.8,786,22.2,5.2,9.9,22.2,56.3,17.6,3.8,98.4,0.3,0.4,0.3,0.8
20,119,Meade,Kansas,KS,79,"frontier status, population size, poverty, age",33,4625,5,77.8,776.7,15.2,4.5,10.1,28.8,54.1,13.9,3.2,97.9,0.5,0.6,0.5,13.1
20,121,Miami,Kansas,KS,47,"frontier status, population size, poverty, age, population density",34,30496,53,76.9,894.9,14.8,4.8,8,26,62.5,9.9,1.7,96.2,1.6,0.6,0.3,1.8
20,123,Mitchell,Kansas,KS,54,"frontier status, population size, poverty, age, population density",38,6420,9,78.4,813.1,11.8,4.7,10,24.1,54.9,16.8,4.2,98,0.7,0.5,0.5,1
20,125,Montgomery,Kansas,KS,50,"frontier status, population size, poverty, age, population density",27,34570,54,75.6,942.5,18.9,5.6,13.8,24.4,57.7,14.5,3.3,87,6.2,3.3,0.7,3.1
20,127,Morris,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,6049,9,78.4,790.8,20,6,9.5,22.6,57.9,15.4,4.1,98.6,0.3,0.4,0.3,3.6
20,129,Morton,Kansas,KS,80,"frontier status, population size, poverty, age",41,3196,4,76.6,872.9,6.4,3.1,9.8,28.9,55.2,13.7,2.1,96.7,0.3,1.4,1.2,14.1
20,131,Nemaha,Kansas,KS,56,"frontier status, population size, poverty, age, population density",39,10443,15,77.3,751.1,16.9,4.4,9.1,26.5,52.6,16.7,4.2,98.4,0.5,0.5,0.1,0.8
20,133,Neosho,Kansas,KS,63,"frontier status, population size, poverty, age, population density",32,16529,29,76.4,894.1,18.8,4.9,13,24.8,58.1,14.2,3,96.2,1.1,0.8,0.4,2.8
20,135,Ness,Kansas,KS,79,"frontier status, population size, poverty, age",33,3009,3,78.2,740,15.2,5,9.1,20.1,53.3,21.6,5,99.2,0.1,0.2,0.1,2.6
20,137,Norton,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,5664,6,78.3,756.9,16.3,4.9,10.6,20.1,61.5,13.6,4.8,94.4,4.3,0.5,0.7,2.5
20,139,Osage,Kansas,KS,57,"frontier status, population size, poverty, age, population density",42,17150,24,77.6,857.2,24.8,5.6,9.5,24.2,60.3,12.8,2.7,97.7,0.3,0.7,0.3,1.5
20,143,Ottawa,Kansas,KS,54,"frontier status, population size, poverty, age, population density",38,6123,8,77.4,875.5,18.8,6.8,8,23.4,60.1,13.8,2.7,98.1,0.6,0.5,0.2,2
20,145,Pawnee,Kansas,KS,54,"frontier status, population size, poverty, age, population density",38,6739,9,77.3,815.4,17.5,6.7,11.3,22.9,59.4,13.6,4.1,92.7,5.3,1.1,0.7,4.6
20,147,Phillips,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,5504,6,78.4,874.8,15.8,5.1,10.7,22.8,55,18.2,4,98.5,0.3,0.3,0.5,0.7
20,149,Pottawatomie,Kansas,KS,56,"frontier status, population size, poverty, age, population density",39,19129,23,77.8,836,11,4.6,9.1,27.5,59.5,10.9,2.1,97,0.8,0.6,0.5,2.6
20,151,Pratt,Kansas,KS,54,"frontier status, population size, poverty, age, population density",38,9496,13,78.2,806.3,15.5,5.4,10.5,23.6,58.3,14.5,3.7,97.4,1.2,0.3,0.5,4.6
20,155,Reno,Kansas,KS,21,"frontier status, population size, poverty, age",44,63558,51,77.6,809.4,15.6,5.6,12.5,24,59.5,13.7,2.9,94.6,2.9,0.7,0.6,6.2
20,157,Republic,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,5164,7,78.7,846.7,9.5,3,10.8,19.6,53.8,22.1,4.5,98.7,0.4,0.4,0.2,1.1
20,159,Rice,Kansas,KS,40,"frontier status, population size, poverty, age",62,10452,14,77.3,839.2,12.2,6,11.7,24.8,57.6,14.5,3.1,96.9,1.2,0.7,0.7,6.9
20,161,Riley,Kansas,KS,22,"frontier status, population size, poverty, age",28,62826,103,79.8,729.1,7.3,4.3,14.2,23.5,68.3,6.7,1.5,86.7,6.9,0.6,3.7,4.6
20,163,Rooks,Kansas,KS,82,"frontier status, population size, poverty, age",37,5351,6,78.3,824.7,14.8,6.1,11,22.9,55.9,17.2,4,98,1.3,0.5,0.2,1.2
20,167,Russell,Kansas,KS,58,"frontier status, population size, poverty, age, population density",48,6845,8,77.4,780.5,16,5.3,11.3,20.7,55.9,18.6,4.8,98.2,0.7,0.4,0.4,1.2
20,169,Saline,Kansas,KS,19,"frontier status, population size, poverty, age",37,53919,75,77.2,822.8,13.6,5.3,10.4,25.6,60.3,12,2.1,92.3,3.3,0.6,2,7.4
20,171,Scott,Kansas,KS,56,"frontier status, population size, poverty, age, population density",39,4600,6,77.9,842.4,12.9,5,7.5,25.9,60.5,11,2.7,98.8,0.2,0.8,0.1,8.5
20,173,Sedgwick,Kansas,KS,4,"frontier status, population size, poverty",25,466061,466,76.6,893.3,12.7,5.2,11.8,28.1,60.6,9.7,1.6,83.4,9.3,1.1,3.8,9.6
20,175,Seward,Kansas,KS,42,"frontier status, population size, poverty, age",53,23274,36,77.8,813.2,16.2,5.3,13.8,33.8,57.5,7.1,1.6,91.5,3.9,0.8,3.1,50
20,177,Shawnee,Kansas,KS,11,"frontier status, population size, poverty, age",44,172365,313,75.9,930.4,12.8,5.1,10.9,25.2,60.9,12,1.9,86,9.1,1.4,1.2,8.1
20,181,Sherman,Kansas,KS,82,"frontier status, population size, poverty, age",37,6153,6,78.1,805.3,11.8,4.1,13,24.7,56.5,15.4,3.4,98.5,0.5,0.3,0.4,8.4
20,183,Smith,Kansas,KS,81,"frontier status, population size, poverty, age",58,4121,5,78.4,754.3,12.3,5.7,10.3,19.3,53,22.2,5.5,99,0.2,0.2,0.3,0.9
20,191,Sumner,Kansas,KS,27,"frontier status, population size, poverty, age",25,24797,21,76.2,875.8,14.7,5.8,10.6,26.4,58.2,12.7,2.7,96.6,1,0.8,0.2,3.5
